,label,youtube_id,time_start,time_end,split
122778,tango dancing,EpUvVpf2O-Q,118,128,train
122815,dancing gangnam style,Epl1V0cBmCU,107,117,train
122826,dancing gangnam style,EpqGDiIaqzY,55,65,train
122830,tango dancing,EpqpKZ8U9Ag,90,100,train
122832,dancing ballet,EprAQldeKVY,4,14,train
122851,dancing charleston,Eq9i4K_sFo0,54,64,train
122910,dancing gangnam style,Eqfy1YJPMLw,17,27,train
122933,salsa dancing,Er-D-YH8iQQ,148,158,train
122988,jumpstyle dancing,ErSXWdSP8mQ,92,102,train
123011,swing dancing,ErfhuZDQ1wA,27,37,train
123072,mosh pit dancing,EsHbKg85jTQ,31,41,train
123120,tango dancing,Esj4XErqARU,1,11,train
123127,tango dancing,EskpIfpvpwM,47,57,train
123141,tango dancing,Esrt6gDQBhQ,61,71,train
123142,dancing ballet,EsrwZz36uUs,114,124,train
123144,belly dancing,EssKVcJdGz4,4,14,train
123157,belly dancing,EsywHXAlAvA,56,66,train
123221,dancing gangnam style,EteK2AuaQHc,21,31,train
123237,country line dancing,Etpah82dSaI,89,99,train
123262,dancing macarena,Eu0anJhSigY,80,90,train
123392,robot dancing,EvP8rUpWw1Y,0,10,train
123429,tap dancing,EvgidK9xOxQ,60,70,train
123430,dancing macarena,EvhoPbr7U44,29,39,train
123453,salsa dancing,Evw9GuSaFOI,15,25,train
123477,country line dancing,Ew7NaRbUjwk,10,20,train
123611,salsa dancing,ExQwvwXo7Bw,10,20,train
123671,belly dancing,ExtinnT7gqU,33,43,train
123696,dancing charleston,EyD-cadb4-4,102,112,train
123698,salsa dancing,EyFkkwLYsOs,55,65,train
123723,breakdancing,EyVG0eoda34,9,19,train
123755,breakdancing,Eyge_IqAM1Y,22,32,train
123786,salsa dancing,Eyqoxm5sWD4,70,80,train
123800,swing dancing,Ez0sHGSfnao,91,101,train
123833,swing dancing,EzNMx2XRBXg,122,132,train
123875,salsa dancing,EzsxX-YOCTQ,208,218,train
123923,jumpstyle dancing,F-ANaU2dsgw,335,345,train
123950,breakdancing,F-JpI02vHHU,48,58,train
123978,robot dancing,F-SnwrZxphM,2,12,train
123988,swing dancing,F-VTa2Y9Vnc,290,300,train
124000,breakdancing,F-a_2jOQTKI,88,98,train
124165,robot dancing,F0fcb-OD9rA,29,39,train
124188,belly dancing,F0qybfcqzhY,147,157,train
124240,dancing gangnam style,F1DoRLfzUTs,2,12,train
124241,breakdancing,F1EQUiR2OJo,269,279,train
124337,dancing macarena,F1nfRoQe2Ok,28,38,train
124520,tap dancing,F2uhvFX2lCE,27,37,train
124639,salsa dancing,F3e7DRlsLEo,48,58,train
124687,dancing gangnam style,F3ykTaGH5f4,9,19,train
124691,tango dancing,F3yxznXZlN8,131,141,train
124810,breakdancing,F4iMamMe52w,106,116,train
124813,tango dancing,F4imXgtBjqY,87,97,train
124823,breakdancing,F4lV_-bQ3F8,1,11,train
124856,dancing ballet,F5-OQ-HhOSo,40,50,train
124927,dancing macarena,F5XLB3rpzew,189,199,train
124949,dancing gangnam style,F5dbAGOOpo4,4,14,train
124999,salsa dancing,F5zCGgZMaWQ,181,191,train
125003,belly dancing,F60UViJTih0,3,13,train
125010,tango dancing,F61eet9ct5w,23,33,train
125026,tango dancing,F65zSHp7LFY,0,10,train
125028,dancing ballet,F66BsPCUs5g,19,29,train
125040,tap dancing,F6BwH7rjj_o,101,111,train
125059,dancing gangnam style,F6Mc6-nCwFI,1,11,train
125278,tango dancing,F7kkjtF3-yk,59,69,train
125283,dancing ballet,F7lgQGIkgC8,18,28,train
125342,tap dancing,F89NWI8khTo,25,35,train
125378,tap dancing,F8O9k5vj3NQ,8,18,train
125496,breakdancing,F9DDolENLz4,29,39,train
125505,tango dancing,F9Ehijaqdl0,41,51,train
125508,dancing ballet,F9F2YKb-m-c,28,38,train
125548,robot dancing,F9_ZtHOfYn8,90,100,train
125698,tap dancing,FAFzXfTwT9w,0,10,train
125708,robot dancing,FAI1Z5d_Fwc,243,253,train
125709,tap dancing,FAIbBpYT-lo,10,20,train
125736,jumpstyle dancing,FAV57pvR9gM,44,54,train
125775,breakdancing,FAhNxS4GTXo,17,27,train
125780,breakdancing,FAjTmr3WR9o,98,108,train
125807,swing dancing,FArljHxdy64,395,405,train
125827,dancing ballet,FAzpz-VRDhk,271,281,train
125959,robot dancing,FBlPHH73_f0,109,119,train
125987,tap dancing,FByTPV-Vbho,18,28,train
126005,jumpstyle dancing,FC4DCj0rlIc,8,18,train
126048,breakdancing,FCGP8QRvpc0,82,92,train
126083,dancing gangnam style,FCVbS9ux1bM,73,83,train
126085,swing dancing,FCXGFfFT28E,140,150,train
126096,salsa dancing,FCZxgYhzmI8,275,285,train
126166,tap dancing,FCsTSMnr6Og,77,87,train
126210,dancing charleston,FDB5vgD2rG4,14,24,train
126272,dancing macarena,FDYC0s871mw,4,14,train
126275,salsa dancing,FDYoVQKgPEU,165,175,train
126297,square dancing,FDhn-ALmrrY,6,16,train
126300,robot dancing,FDicZ9aEJ7A,105,115,train
126309,country line dancing,FDm0VxN-lY4,25,35,train
126342,dancing ballet,FE1ZFG4jcak,30,40,train
126343,swing dancing,FE3j-k2V0Uo,409,419,train
126347,dancing charleston,FE65KgYm0GY,34,44,train
126418,tap dancing,FEUbqs8408M,212,222,train
126475,tap dancing,FEuRAp_a5ZM,78,88,train
126483,breakdancing,FEwr9Izi_2E,64,74,train
126538,dancing ballet,FFNK-osu7Sk,49,59,train
126590,tap dancing,FFgGXTbS0B8,109,119,train
126592,tap dancing,FFgdJ79hOoI,77,87,train
126598,belly dancing,FFikswmmitQ,111,121,train
126661,salsa dancing,FGAUxHIM7Vw,123,133,train
126679,jumpstyle dancing,FGJ2H6fQS6Y,5,15,train
126691,dancing macarena,FGNr---Om2w,61,71,train
126719,mosh pit dancing,FGWVGbP2OOQ,0,10,train
126811,dancing charleston,FHBPYD7lAao,198,208,train
126829,salsa dancing,FHL2rfGRRMc,0,10,train
126848,dancing ballet,FHSmgOYbHRs,193,203,train
126852,dancing ballet,FHTHzyCSu7Y,0,10,train
126875,dancing charleston,FHffeKrM044,355,365,train
126902,tango dancing,FHpqe_fj9jE,33,43,train
126965,dancing macarena,FIFFL7EBhyQ,24,34,train
126998,breakdancing,FIXlZOvg-mo,10,20,train
127003,belly dancing,FIYnX7lxE7E,253,263,train
127006,country line dancing,FIabQH0eN-8,9,19,train
127050,dancing ballet,FIuALT6dY_A,2,12,train
127190,tap dancing,FKAybGx-tG8,63,73,train
127201,dancing charleston,FKFxLCtj2gk,101,111,train
127275,robot dancing,FL2ZqZ9OvL0,59,69,train
127384,dancing ballet,FM0JDQf4oTg,124,134,train
127448,jumpstyle dancing,FM_R_QSHNxY,173,183,train
127458,dancing charleston,FMii9aZIZp4,8,18,train
127512,mosh pit dancing,FN4bzVdySAA,6,16,train
127615,country line dancing,FO6Eoibjfqo,115,125,train
127647,square dancing,FOMZftl4gy4,202,212,train
127663,mosh pit dancing,FOUxVHgbpN8,119,129,train
127693,robot dancing,FOimuot3KgU,100,110,train
127767,salsa dancing,FPVUClOYWHs,138,148,train
127797,tango dancing,FPiN3ISoO6I,110,120,train
127801,tango dancing,FPioq4b72DI,58,68,train
127833,dancing charleston,FQ7SNTSq-9o,102,112,train
127839,square dancing,FQE44yjdZxQ,299,309,train
127880,salsa dancing,FQXrfSMv8rk,64,74,train
127911,dancing charleston,FQpLIyAfbqI,23,33,train
127934,salsa dancing,FR7kDBFiFK4,156,166,train
127989,swing dancing,FRejXhNEvDY,107,117,train
128020,dancing ballet,FRsV4HLKJ_4,116,126,train
128028,dancing macarena,FRwntCY7B_A,16,26,train
128095,breakdancing,FSUMdgPuspc,10,20,train
128097,dancing gangnam style,FSV7fd81IWI,84,94,train
128297,mosh pit dancing,FUCQwcSt2EY,7,17,train
128298,country line dancing,FUCuJVsVNgo,104,114,train
128337,swing dancing,FUdRa6v7Xqc,68,78,train
128343,swing dancing,FUgEVO7Gsu4,19,29,train
128384,tap dancing,FV68n48-lGg,65,75,train
128404,salsa dancing,FVI8P4E3NPA,10,20,train
128412,dancing gangnam style,FVJxtaO7eS0,83,93,train
128420,salsa dancing,FVLvLfePceA,123,133,train
128494,dancing charleston,FW4Yt7_whts,119,129,train
128518,mosh pit dancing,FWMgMk0IgC4,35,45,train
128520,dancing macarena,FWPEhzQWGCo,125,135,train
128546,tap dancing,FWigb3IoOWc,190,200,train
128547,breakdancing,FWjpWgkynU0,111,121,train
128593,salsa dancing,FXET9eAJoP8,117,127,train
128618,salsa dancing,FXRE4Qt1umQ,33,43,train
128624,robot dancing,FXVBUiecpK4,18,28,train
128636,swing dancing,FXbJ_qpxtYU,127,137,train
128688,tango dancing,FY4MgGpsXYg,65,75,train
128689,dancing ballet,FY4Y1gTO9HE,34,44,train
128690,tango dancing,FY4x3rhI7KQ,244,254,train
128699,dancing macarena,FY9dYuiF0g4,1,11,train
128759,country line dancing,FYg-rqr0v5Y,66,76,train
128788,breakdancing,FYw2ZSGIjuk,62,72,train
128799,breakdancing,FYzLDrw_pnY,4,14,train
128804,country line dancing,FZ0MJB108-M,9,19,train
128926,dancing macarena,F_4yZuD4-ys,95,105,train
129045,tap dancing,FaBqPBllixk,17,27,train
129133,tap dancing,FakoJD8B8HQ,63,73,train
129154,mosh pit dancing,FasRBAGtmoU,0,10,train
129185,dancing macarena,Fb45OGgLVVQ,4,14,train
129243,dancing ballet,FbPUX8cWmeU,64,74,train
129268,salsa dancing,FbcmsWDwt4E,126,136,train
129278,jumpstyle dancing,FblC9HfFmq0,13,23,train
129281,robot dancing,FblQfWsF4UE,8,18,train
129319,dancing gangnam style,Fc0-u3bNsBE,50,60,train
129328,jumpstyle dancing,Fc3Z2QXSIhY,2,12,train
129419,robot dancing,FcdCDPEe4n4,32,42,train
129452,country line dancing,FcscKTtzj_Y,4,14,train
129455,tap dancing,FctpdkbMU0M,43,53,train
129478,robot dancing,FczvNgHWfhg,1,11,train
129489,salsa dancing,Fd4etdbONto,143,153,train
129492,dancing gangnam style,Fd5DDxq2D58,96,106,train
129502,belly dancing,Fd8A6KMum_U,122,132,train
129524,robot dancing,FdHJs_MIbKM,10,20,train
129545,dancing ballet,FdVNTl15IOU,33,43,train
129573,tap dancing,Fdhl5NoaWjw,66,76,train
129598,square dancing,FdrXZEuyjPM,0,10,train
129661,belly dancing,FeHYncsl4pw,1690,1700,train
129663,tap dancing,FeIHKMcsC7k,80,90,train
129678,salsa dancing,FeNaK8EsfAE,30,40,train
129696,breakdancing,FeTme_4pL9g,62,72,train
129704,dancing gangnam style,FeWblAy74U0,61,71,train
129776,dancing macarena,Fez39_JHOyg,9,19,train
129789,mosh pit dancing,Ff4Gde7btZo,0,10,train
129802,salsa dancing,FfBG5rwlA8Q,223,233,train
129873,country line dancing,Ffhe8REwA1o,233,243,train
129903,tap dancing,Ffw4rjR1sFE,3,13,train
129934,country line dancing,Fg8mcOIWnFs,52,62,train
129989,square dancing,FgYRspoeDQA,1345,1355,train
130001,salsa dancing,FgdceKzUbzQ,106,116,train
130018,country line dancing,FgkjAwtnngg,34,44,train
130056,tango dancing,FgxuvR45Pqc,74,84,train
130096,dancing gangnam style,FhK5g4YGKHU,0,10,train
130137,tap dancing,FhZPdWrDr_8,60,70,train
130152,dancing macarena,FhjM7e2S0Do,256,266,train
130184,tap dancing,Fhv22dYbgOE,34,44,train
130198,dancing macarena,Fi2F__-WIUM,42,52,train
130240,country line dancing,FiP-l91BNdU,71,81,train
130260,salsa dancing,Fia6fDe4ANY,93,103,train
130268,robot dancing,FifeY4b1BaM,29,39,train
130275,robot dancing,FiiUFT-MvPw,79,89,train
130276,breakdancing,Fiit8eZic78,221,231,train
130315,country line dancing,Fj1krrxFTeY,233,243,train
130360,mosh pit dancing,FjNBZDT058U,12,22,train
130362,dancing charleston,FjNnXNbwts4,4,14,train
130371,country line dancing,FjRUDlBr3fY,64,74,train
130391,tap dancing,FjaVL5_bjyc,40,50,train
130441,tap dancing,FjxzXjzu_8g,13,23,train
130539,country line dancing,Fl-1W7wfK3k,440,450,train
130542,dancing macarena,Fl1ajE4Xfpc,226,236,train
130639,dancing charleston,Flk7qnkHSnM,165,175,train
130674,dancing macarena,Fm0vGlJFWLE,45,55,train
130689,square dancing,Fm6v6emtagY,129,139,train
130709,robot dancing,FmIdb2jw8Qc,39,49,train
130732,breakdancing,FmU3cagJ560,14,24,train
130762,tap dancing,FmfWRjloZpw,224,234,train
130935,tango dancing,FoNM1LjZBsM,1,11,train
130946,salsa dancing,FoRsMOvOXdg,148,158,train
130982,jumpstyle dancing,FomzcTn7eMg,81,91,train
131020,belly dancing,Fp6VZ8p-0OQ,149,159,train
131037,country line dancing,FpGNba2r2dw,196,206,train
131088,dancing macarena,FpmYeOinjCk,40,50,train
131154,breakdancing,FqONpQUjLj0,12,22,train
131183,dancing macarena,FqaIM1MJWdw,66,76,train
131184,dancing ballet,FqaSoYTKtQw,140,150,train
131232,swing dancing,FqywUTSzOJQ,76,86,train
131293,country line dancing,Fr_jeZp1xmA,122,132,train
131328,square dancing,Frt5F_n8_Wk,0,10,train
131335,tap dancing,FrwpwwomvLE,30,40,train
131361,tap dancing,FsCfcSc18IQ,80,90,train
131381,dancing gangnam style,FsSiN9BjJvY,200,210,train
131431,tap dancing,FsqNgTc758Y,211,221,train
131468,jumpstyle dancing,FtE0siUGpyI,26,36,train
131510,tap dancing,Ftcy3zLLAyU,205,215,train
131523,swing dancing,FtqbAF7OSvs,110,120,train
131551,salsa dancing,Fu4BigGkIHY,296,306,train
131552,salsa dancing,Fu4u7yrp368,213,223,train
131603,tap dancing,FuauLgu7b54,39,49,train
131605,tap dancing,FucKgm2RBLY,28,38,train
131679,tap dancing,FvMY7E2_M78,65,75,train
131804,tap dancing,FwVEPQBol-Q,7,17,train
131847,dancing gangnam style,Fx044mPyRfA,40,50,train
131869,dancing ballet,Fx9QbbjkTrg,6,16,train
131951,dancing macarena,Fy1g_vRruxs,4,14,train
131976,jumpstyle dancing,FyDuUqs30-4,73,83,train
131992,dancing macarena,FyRRz6BcZJE,15,25,train
131995,robot dancing,FySUxCGGVq0,171,181,train
132067,tango dancing,Fz2TstaW1Jk,1,11,train
132109,country line dancing,FzQmm8O5sO0,124,134,train
132180,dancing macarena,G-0xAB-huxc,9,19,train
132181,salsa dancing,G-1Zdx4gSU0,3,13,train
132211,square dancing,G-9IKhYQnes,213,223,train
132340,breakdancing,G-vv2bYPZ8Q,0,10,train
132405,belly dancing,G0MfJoTOAOw,190,200,train
132448,breakdancing,G0cTPgikhOo,0,10,train
132474,dancing ballet,G0kNaDV-ZXw,14,24,train
132487,tango dancing,G0oZo6ubAeY,72,82,train
132515,breakdancing,G0w3YUu_a5I,0,10,train
132540,tap dancing,G159i4gOIto,3,13,train
132544,country line dancing,G17-jx9RUSY,170,180,train
132585,country line dancing,G1OyZeDNJd4,136,146,train
132603,jumpstyle dancing,G1VeVfCrH9c,43,53,train
132663,jumpstyle dancing,G1oSsl0AiKM,29,39,train
132760,tap dancing,G2OTEM23vHo,130,140,train
132792,square dancing,G2d59vhBBek,0,10,train
132877,country line dancing,G3H85ObCfUg,2,12,train
132928,dancing macarena,G3_vdvv9vh4,17,27,train
132942,country line dancing,G3i7vQyQXKs,106,116,train
133028,dancing macarena,G4Inx3uQqAU,15,25,train
133050,dancing ballet,G4PX1Mqka7w,132,142,train
133051,swing dancing,G4PtDJXM1Lc,22,32,train
133100,salsa dancing,G4h63NL840Y,147,157,train
133140,breakdancing,G4zziUE_c5s,162,172,train
133172,dancing gangnam style,G5GWrR_YHiY,0,10,train
133177,dancing macarena,G5HB-5NZkzc,45,55,train
133203,dancing ballet,G5QrXpofOMA,51,61,train
133230,dancing macarena,G5_9tlfrzQ8,59,69,train
133255,dancing macarena,G5k6uekrJyY,115,125,train
133271,dancing macarena,G5rdP7d_des,7,17,train
133288,tap dancing,G5ywuoZkMX4,59,69,train
133445,breakdancing,G727Ptszr4c,44,54,train
133474,salsa dancing,G7C48iEB8Ks,73,83,train
133533,dancing gangnam style,G7_dhzDUcQw,11,21,train
133594,salsa dancing,G8350gw1O5Y,299,309,train
133604,tap dancing,G86DcSV_OTM,0,10,train
133689,dancing macarena,G8j0yfUn5LQ,65,75,train
133697,dancing gangnam style,G8os8GeaX2k,53,63,train
133770,breakdancing,G9CMaNbZSEk,33,43,train
133782,dancing ballet,G9FWDP4DSrQ,29,39,train
133865,country line dancing,G9gdSft6BIg,182,192,train
133892,dancing macarena,G9rZJuOtoYQ,46,56,train
133942,tap dancing,GA8v4yZ6fdc,64,74,train
133951,dancing ballet,GABbgR4KFFA,911,921,train
133976,square dancing,GAKr_1m1E7I,83,93,train
134012,dancing ballet,GAZpeY5eVzo,102,112,train
134082,square dancing,GB8MmXK829A,12,22,train
134087,belly dancing,GBBwd1f5fmQ,386,396,train
134093,dancing charleston,GBFzXlhhyzo,152,162,train
134124,tango dancing,GBOTYj_P8Ik,26,36,train
134126,dancing ballet,GBOVvO3-Ni0,0,10,train
134169,salsa dancing,GBgsnsc56EE,54,64,train
134207,belly dancing,GBuZilzPOIU,37,47,train
134255,salsa dancing,GCFCnD0nQRY,3,13,train
134272,belly dancing,GCK_XxlLg7U,698,708,train
134363,country line dancing,GCwrjxuEsXw,50,60,train
134377,breakdancing,GD-5rs6fDmg,23,33,train
134461,robot dancing,GDVm4XKdWnM,147,157,train
134511,dancing ballet,GDy82R1jM4Y,28,38,train
134591,square dancing,GEW2iDyDsmU,178,188,train
134658,tango dancing,GF0BliD2zps,143,153,train
134659,dancing ballet,GF0O6WW1bdU,44,54,train
134747,belly dancing,GFVR8yAs4Gw,16,26,train
134804,tap dancing,GFr0NFJTH14,18,28,train
134805,dancing gangnam style,GFr_E9QFAEs,59,69,train
134809,tango dancing,GFsKBEnV8jo,38,48,train
134815,tango dancing,GFszICCdK20,114,124,train
134825,tango dancing,GFy2bqHIMCI,25,35,train
134826,belly dancing,GFy5rWmM2GE,137,147,train
134872,tap dancing,GGGfCAW9luY,86,96,train
134914,dancing macarena,GGWBZ6IuyS8,91,101,train
134925,robot dancing,GGZ2V5DGUdE,84,94,train
135031,swing dancing,GHJzluEwD5U,8,18,train
135107,jumpstyle dancing,GHtnFnhAniU,16,26,train
135130,dancing charleston,GI1U9gFipSQ,11,21,train
135131,dancing macarena,GI24dSLVn3M,41,51,train
135150,robot dancing,GI9RsG0XnOY,0,10,train
135211,belly dancing,GIZsJaHSa98,101,111,train
135238,jumpstyle dancing,GIovpp3NnEI,70,80,train
135394,dancing macarena,GK9pumFpB2g,77,87,train
135402,tap dancing,GKC2tRvGw6Y,239,249,train
135431,belly dancing,GKQNYoXLlI4,55,65,train
135472,dancing macarena,GKmp4-9aMh4,14,24,train
135475,breakdancing,GKoCPCNB7Zk,51,61,train
135562,mosh pit dancing,GLYn8gsZQso,1,11,train
135599,jumpstyle dancing,GLvIkP4F_Po,8,18,train
135613,mosh pit dancing,GM2Mydyksk0,44,54,train
135715,jumpstyle dancing,GMwhuyPHSxs,43,53,train
135792,dancing charleston,GNVT-c7NvIE,9,19,train
135826,tap dancing,GNpQr4iyJlw,93,103,train
135831,dancing gangnam style,GNqiAFAE4ik,27,37,train
135880,dancing ballet,GO5Y1pquvWc,2,12,train
135931,jumpstyle dancing,GOXYfYCeEDQ,43,53,train
136034,dancing ballet,GPQgHZ_HTF8,1,11,train
136067,tango dancing,GPdZ8npOco4,52,62,train
136069,tango dancing,GPdc1_a2B0U,54,64,train
136172,country line dancing,GQVOeaGT6YQ,64,74,train
136187,belly dancing,GQaOgSGnzPc,82,92,train
136197,salsa dancing,GQdHp0MpSpA,55,65,train
136227,belly dancing,GQvw2puAb2g,28,38,train
136244,tango dancing,GR26pmGn1oo,79,89,train
136358,dancing gangnam style,GSIjf67LbQ0,9,19,train
136375,salsa dancing,GSVHV8nG7SE,48,58,train
136386,dancing gangnam style,GSaauc_pWHk,98,108,train
136391,robot dancing,GSdI9jmSfrU,3,13,train
136427,swing dancing,GSyF2g-Tgf0,47,57,train
136630,tango dancing,GUjEd0zSKmY,34,44,train
136744,tango dancing,GVa47VO0Vg4,15,25,train
136745,dancing ballet,GVa5pzmQyEE,232,242,train
136750,belly dancing,GVarJAlVcGM,279,289,train
136751,tango dancing,GVbCyrgka-8,318,328,train
136790,square dancing,GW-K9IDYvmQ,45,55,train
136805,mosh pit dancing,GW9Uct31afU,11,21,train
136861,tango dancing,GWez3ag_Bp4,25,35,train
136862,dancing ballet,GWf01TGZjAw,241,251,train
136864,dancing ballet,GWfdzI9UVHY,3,13,train
136869,belly dancing,GWgRXpDPu4I,211,221,train
136875,breakdancing,GWj2o0SkxYU,0,10,train
136912,dancing macarena,GX4UcRvVTL8,21,31,train
136972,country line dancing,GXck2bQe2GA,235,245,train
136984,country line dancing,GXl13ApAL0Q,91,101,train
137046,salsa dancing,GYCcY4slieE,21,31,train
137161,dancing charleston,GZPstSF1Auo,3,13,train
137244,robot dancing,G_2jlVE8LzQ,1,11,train
137270,belly dancing,G_GIAWJzXgQ,29,39,train
137271,breakdancing,G_GaIFl317E,97,107,train
137312,salsa dancing,G_ftIP3sCUs,71,81,train
137371,country line dancing,Ga9mHB5aBrk,158,168,train
137397,belly dancing,GaKeLaaBUV0,213,223,train
137403,belly dancing,GaNFuWj6fPs,157,167,train
137458,breakdancing,Gal8k6CBsa8,0,10,train
137465,breakdancing,Gamt6R3qUJM,18,28,train
137471,breakdancing,GaoWe9GBFWg,27,37,train
137505,country line dancing,Gb4QNKvsel4,216,226,train
137506,swing dancing,Gb5DkNf0a50,29,39,train
137541,country line dancing,GbH5LHJK3gc,18,28,train
137545,breakdancing,GbHI5gEXArI,41,51,train
137546,tango dancing,GbHIx-HrH-c,1,11,train
137547,breakdancing,GbHZIkqtQvY,1,11,train
137609,tap dancing,Gbfx746UJN8,32,42,train
137641,swing dancing,GbuELNhkK2c,10,20,train
137679,belly dancing,GcC3DJAKFls,1,11,train
137730,jumpstyle dancing,GcWFHSopElc,331,341,train
137745,tap dancing,Gca4iUIURuE,23,33,train
137762,tap dancing,GcdFXsIq86k,33,43,train
137775,jumpstyle dancing,Gcha4aqjJtQ,66,76,train
137785,tap dancing,GcluCxjiSjI,30,40,train
137797,square dancing,GcpIdiWhspU,42,52,train
137805,breakdancing,GctA18IKjd8,177,187,train
137819,dancing macarena,Gcxessv8nBM,36,46,train
137877,tap dancing,GdRPgfwJPj4,22,32,train
137917,salsa dancing,GdhQ8H_wH80,188,198,train
137965,dancing macarena,Ge-NBaAxJdU,0,10,train
137979,jumpstyle dancing,Ge7gwf04Z5c,77,87,train
137990,mosh pit dancing,GeDXAst_GPw,77,87,train
137991,jumpstyle dancing,GeDlOhG8--c,21,31,train
137998,dancing macarena,GeG0c-priYo,2,12,train
138081,jumpstyle dancing,Geqkw-VkfTU,54,64,train
138087,square dancing,GesH04gras0,0,10,train
138128,salsa dancing,Gf7c8nbMG1E,204,214,train
138142,dancing gangnam style,GfG_M0Zo9RY,4,14,train
138234,square dancing,GfmnTW5LNjs,158,168,train
138243,dancing gangnam style,GfozagHQ6FI,150,160,train
138278,salsa dancing,Gg0r51qE4H8,110,120,train
138366,country line dancing,Gg_aWXb8v1w,104,114,train
138367,salsa dancing,Gg_nrjE_Crc,89,99,train
138436,belly dancing,Gh18VTP5Nb0,83,93,train
138476,square dancing,GhG5xmikEdM,0,10,train
138490,dancing macarena,GhK5G6RCEbc,48,58,train
138583,tap dancing,GhpDP7vZ97s,97,107,train
138590,dancing ballet,GhuczqjDN0w,204,214,train
138707,dancing charleston,GilV6uHWL-M,13,23,train
138740,square dancing,Gj5pk-V6c7M,153,163,train
138900,belly dancing,GkHBux9ItQ0,291,301,train
138929,breakdancing,GkRjXFqCloo,2,12,train
138941,dancing ballet,GkX3xqVxtJ0,14,24,train
138977,salsa dancing,GkioDrj1DPE,59,69,train
139103,swing dancing,GlpCzwV8R0w,153,163,train
139201,salsa dancing,Gmglh_DZeOk,32,42,train
139238,square dancing,Gn0XKgNMt54,90,100,train
139260,dancing charleston,Gn7KK9_JGYc,41,51,train
139302,mosh pit dancing,GnRjUzUa0ls,67,77,train
139423,dancing gangnam style,GoV_BZ5UfY0,0,10,train
139427,tango dancing,GoWHwI7T_6A,18,28,train
139433,tango dancing,GoX2hoKThGA,0,10,train
139456,breakdancing,GoeffrB4m4Q,12,22,train
139465,dancing gangnam style,GogsO0a4JG4,133,143,train
139516,dancing gangnam style,Gp3K-wdy0vA,109,119,train
139525,dancing charleston,Gp99LycjKgs,28,38,train
139556,tango dancing,GpPs5kEUWnE,56,66,train
139565,dancing ballet,GpQOmdbrWr4,159,169,train
139568,dancing ballet,GpQYeEivd10,61,71,train
139731,breakdancing,Gqpj73zO4zc,18,28,train
139735,mosh pit dancing,Gqrtwj2QUqE,77,87,train
139804,dancing ballet,Gr_2BTmRGfg,89,99,train
139829,salsa dancing,GrnlWlkTe5k,195,205,train
140088,country line dancing,Gu21JsZpncY,25,35,train
140113,dancing ballet,GuDpStguftI,227,237,train
140146,salsa dancing,GuSXh0L0PSQ,124,134,train
140149,tap dancing,GuUA_XAV3Ws,84,94,train
140211,salsa dancing,GuyQC-vESXE,184,194,train
140285,dancing ballet,Gvk9blYpeyA,136,146,train
140331,salsa dancing,Gw7lIzdsvN8,79,89,train
140525,salsa dancing,Gy1FVAup0Lc,224,234,train
140526,country line dancing,Gy1smlEMIK0,88,98,train
140533,dancing macarena,Gy9DZNhnNAs,229,239,train
140560,dancing ballet,GyRjLzbpn9g,10,20,train
140663,dancing macarena,GzKwh2KJGhU,223,233,train
140769,robot dancing,H-9dBplOLeI,176,186,train
140809,dancing gangnam style,H-PvTJHXdtk,29,39,train
140839,dancing charleston,H-aTvewbO1o,89,99,train
140938,mosh pit dancing,H08r2dav6fE,67,77,train
140972,breakdancing,H0KhJDuiiig,1,11,train
141027,country line dancing,H0iu2857_PM,25,35,train
141033,dancing ballet,H0lYF5_pyw4,48,58,train
141068,tap dancing,H10EZphKG7w,13,23,train
141080,breakdancing,H16q6Kn2o1Q,110,120,train
141254,tap dancing,H2FmeE-n5w0,89,99,train
141269,jumpstyle dancing,H2LmlfY8GHg,2,12,train
141287,robot dancing,H2Q3c9_1IEs,8,18,train
141294,dancing gangnam style,H2RuqkP0yPw,10,20,train
141305,jumpstyle dancing,H2ZUX39KFy0,15,25,train
141318,swing dancing,H2eHZ94WYpM,105,115,train
141335,dancing charleston,H2jMnU8oN54,15,25,train
141401,belly dancing,H32vmZJP-NE,120,130,train
141405,dancing ballet,H33fSI8tyUY,13,23,train
141429,tango dancing,H3IieGiSNK0,114,124,train
141437,tango dancing,H3JrIFt-Z7U,216,226,train
141510,salsa dancing,H3rhsP8ZkiQ,62,72,train
141511,swing dancing,H3rpes-P0QQ,72,82,train
141603,breakdancing,H4TmvqvKe-k,83,93,train
141706,country line dancing,H5EDroF0klo,141,151,train
141707,dancing gangnam style,H5EWMIukO4o,151,161,train
141740,breakdancing,H5S1KVzI9nU,41,51,train
141745,belly dancing,H5X8cY7LUuA,126,136,train
141746,breakdancing,H5X9opXcjP8,12,22,train
141752,dancing charleston,H5_omsu2VSk,0,10,train
141892,dancing ballet,H6Tqaq3lvUI,188,198,train
141928,jumpstyle dancing,H6i27Mk5shs,305,315,train
141933,dancing gangnam style,H6kMEqwXfpc,5,15,train
141936,breakdancing,H6m_3zh-F7k,98,108,train
141992,dancing macarena,H77-Dl0o51o,146,156,train
142003,robot dancing,H7BLjO_mVJo,0,10,train
142031,salsa dancing,H7LbCQ-pVqg,43,53,train
142034,dancing ballet,H7OS76EdqcE,80,90,train
142049,jumpstyle dancing,H7W3exRCc-k,20,30,train
142054,jumpstyle dancing,H7ZIqt72rao,11,21,train
